roll_num,die1,die2,total
3218,4,1,5
3219,4,4,8
3220,5,5,10
3221,4,4,8
3222,5,6,11
3223,3,6,9
3224,3,4,7
3225,2,5,7
3226,3,1,4
3227,5,4,9
3228,4,4,8
3229,3,2,5
3230,6,2,8
3231,5,6,11
3232,2,4,6
3233,2,3,5
3234,5,6,11
3235,6,1,7
3236,1,3,4
3237,1,2,3
3238,4,5,9
3239,6,2,8
3240,2,3,5
3241,2,6,8
3242,1,6,7
3243,4,1,5
3244,3,3,6
3245,4,6,10
3246,2,3,5
3247,2,5,7
3248,4,4,8
3249,2,5,7
3250,5,6,11
3251,5,3,8
3252,2,4,6
3253,1,3,4
3254,1,1,2
3255,4,1,5
3256,6,2,8
3257,5,6,11
3258,6,2,8
3259,5,5,10
3260,4,5,9
3261,6,1,7
3262,2,5,7
3263,2,1,3
3264,4,5,9
3265,1,6,7
3266,1,2,3
3267,3,1,4
3268,5,2,7
3269,3,2,5
3270,1,3,4
3271,5,5,10
3272,6,1,7
3273,1,5,6
3274,4,6,10
3275,3,4,7
3276,3,2,5
3277,4,3,7
3278,1,2,3
3279,3,1,4
3280,6,1,7
3281,3,5,8
3282,4,5,9
3283,1,3,4
3284,4,4,8
3285,3,6,9
3286,3,1,4
3287,3,1,4
3288,6,6,12
3289,5,2,7
3290,3,4,7
3291,2,5,7
3292,2,1,3
3293,6,2,8
3294,3,6,9
3295,3,2,5
3296,6,2,8
3297,3,2,5
3298,4,1,5
3299,5,4,9
3300,6,1,7
3301,5,1,6
3302,3,1,4
3303,6,1,7
3304,3,6,9
3305,2,1,3
3306,3,5,8
3307,3,3,6
3308,3,6,9
3309,5,5,10
3310,1,3,4
3311,2,5,7
3312,2,4,6
3313,1,1,2
3314,3,5,8
3315,5,2,7
3316,6,2,8
3317,1,2,3
3318,2,3,5
3319,5,4,9
3320,4,6,10
3321,3,6,9
3322,6,4,10
3323,1,3,4
3324,5,3,8
3325,3,4,7
3326,5,3,8
3327,6,1,7
3328,6,4,10
3329,4,3,7
3330,1,6,7
3331,2,6,8
3332,6,4,10
3333,5,5,10
3334,6,6,12
3335,1,3,4
3336,3,3,6
3337,3,2,5
3338,2,6,8
3339,6,4,10
3340,6,2,8
3341,4,3,7
3342,6,6,12
3343,2,5,7
3344,2,5,7
3345,5,5,10
3346,2,1,3
3347,6,6,12
3348,6,6,12
3349,4,5,9
3350,5,4,9
3351,4,2,6
3352,6,4,10
3353,5,3,8
3354,3,2,5
3355,5,2,7
3356,5,1,6
3357,1,1,2
3358,2,4,6
3359,3,2,5
3360,3,1,4
3361,4,2,6
3362,5,3,8
3363,1,1,2
3364,3,6,9
3365,6,6,12
3366,1,4,5
3367,6,2,8
3368,1,5,6
3369,3,4,7
3370,2,5,7
3371,1,5,6
3372,4,5,9
3373,4,3,7
3374,4,3,7
3375,6,3,9
3376,1,5,6
3377,3,5,8
3378,6,3,9
3379,6,5,11
3380,3,2,5
3381,4,2,6
3382,6,3,9
3383,1,2,3
3384,4,1,5
3385,3,4,7
3386,4,4,8
3387,3,2,5
3388,1,5,6
3389,1,3,4
3390,4,5,9
3391,3,2,5
3392,5,2,7
3393,3,6,9
3394,4,2,6
3395,3,6,9
3396,6,5,11
3397,4,4,8
3398,4,3,7
3399,4,4,8
3400,2,6,8
3401,4,1,5
3402,1,3,4
3403,3,3,6
3404,4,3,7
3405,2,5,7
3406,6,3,9
3407,1,4,5
3408,3,2,5
3409,2,4,6
3410,5,3,8
3411,3,3,6
3412,1,4,5
3413,1,4,5
3414,6,3,9
3415,4,4,8
3416,4,2,6
3417,2,3,5
3418,4,1,5
3419,3,5,8
3420,1,6,7
3421,5,3,8
3422,1,2,3
3423,2,1,3
3424,1,3,4
3425,5,1,6
3426,5,5,10
3427,4,2,6
3428,5,4,9
3429,6,4,10
3430,2,2,4
3431,3,1,4
3432,2,4,6
3433,5,2,7
3434,2,3,5
3435,6,4,10
3436,3,3,6
3437,1,6,7
3438,4,2,6
3439,5,1,6
3440,6,1,7
3441,4,3,7
3442,4,3,7
3443,6,1,7
3444,2,1,3
3445,1,5,6
3446,3,3,6
3447,4,4,8
3448,5,6,11
3449,5,1,6
3450,2,3,5
3451,6,6,12
3452,3,5,8
3453,6,1,7
3454,1,2,3
3455,1,5,6
3456,6,5,11
3457,4,2,6
3458,4,6,10
3459,5,5,10
3460,1,1,2
3461,1,2,3
3462,2,6,8
3463,1,4,5
3464,3,4,7
3465,4,1,5
3466,4,4,8
3467,3,6,9
3468,5,6,11
3469,1,6,7
3470,4,6,10
3471,4,2,6
3472,5,6,11
3473,6,2,8
3474,2,2,4
3475,5,1,6
3476,5,5,10
3477,5,4,9
3478,1,4,5
3479,3,6,9
3480,1,2,3
3481,2,3,5
3482,6,6,12
3483,5,6,11
3484,5,5,10
3485,4,2,6
3486,1,1,2
3487,1,2,3
3488,5,2,7
3489,6,6,12
3490,3,3,6
3491,6,6,12
3492,6,4,10
3493,5,5,10
3494,1,3,4
3495,5,5,10
3496,2,6,8
3497,2,1,3
3498,1,4,5
3499,6,1,7
3500,5,6,11
3501,2,3,5
3502,4,6,10
3503,1,1,2
3504,2,6,8
3505,2,5,7
3506,3,4,7
3507,4,3,7
3508,1,6,7
3509,3,2,5
3510,1,3,4
3511,2,2,4
3512,5,6,11
3513,5,1,6
3514,5,3,8
3515,4,6,10
3516,6,6,12
3517,5,4,9
3518,5,1,6
3519,2,6,8
3520,5,4,9
3521,3,1,4
3522,5,6,11
3523,2,2,4
3524,4,2,6
3525,2,1,3
3526,2,4,6
3527,3,3,6
3528,2,2,4
3529,6,6,12
3530,2,3,5
3531,3,2,5
3532,4,3,7
3533,5,5,10
3534,6,1,7
3535,3,4,7
3536,2,1,3
3537,5,5,10
3538,6,4,10
3539,3,1,4
3540,1,3,4
3541,2,6,8
3542,5,2,7
3543,1,5,6
3544,5,1,6
3545,4,3,7
3546,2,4,6
3547,4,3,7
3548,4,6,10
3549,1,3,4
3550,4,3,7
3551,5,2,7
3552,2,3,5
3553,2,2,4
3554,2,2,4
3555,4,6,10
3556,6,6,12
3557,3,5,8
3558,4,6,10
3559,1,3,4
3560,6,4,10
3561,4,6,10
3562,3,1,4
3563,2,2,4
3564,1,6,7
3565,6,4,10
3566,3,2,5
3567,6,5,11
3568,3,3,6
3569,6,1,7
3570,6,2,8
3571,1,5,6
3572,2,4,6
3573,6,2,8
3574,3,4,7
3575,4,5,9
3576,5,5,10
3577,1,5,6
3578,5,2,7
3579,5,2,7
3580,4,3,7
3581,1,6,7
3582,6,5,11
3583,1,3,4
3584,5,1,6
3585,3,6,9
3586,1,3,4
3587,6,4,10
3588,2,5,7
3589,1,2,3
3590,1,6,7
3591,6,5,11
3592,5,6,11
3593,2,6,8
3594,5,6,11
3595,6,4,10
3596,4,5,9
3597,1,5,6
3598,2,2,4
3599,1,6,7
3600,3,6,9
3601,5,1,6
3602,1,1,2
3603,2,3,5
3604,3,2,5
3605,6,3,9
3606,3,3,6
3607,2,5,7
3608,4,5,9
3609,3,1,4
3610,5,4,9
3611,6,6,12
3612,2,4,6
3613,4,5,9
3614,5,5,10
3615,5,4,9
3616,2,5,7
3617,1,5,6
3618,3,6,9
3619,5,2,7
3620,3,4,7
3621,5,2,7
3622,6,2,8
3623,3,2,5
3624,2,2,4
3625,2,5,7
3626,2,1,3
3627,4,6,10
3628,4,1,5
3629,2,3,5
3630,6,4,10
3631,3,3,6
3632,6,3,9
3633,1,5,6
3634,1,5,6
3635,1,2,3
3636,6,4,10
3637,5,4,9
3638,1,6,7
3639,5,6,11
3640,3,1,4
3641,3,6,9
3642,6,5,11
3643,3,3,6
3644,2,3,5
3645,6,5,11
3646,6,4,10
3647,5,2,7
3648,6,4,10
3649,3,5,8
3650,4,6,10
3651,3,3,6
3652,3,2,5
3653,6,4,10
3654,2,5,7
3655,3,2,5
3656,6,6,12
3657,5,5,10
3658,6,2,8
3659,5,5,10
3660,1,2,3
3661,3,1,4
3662,1,1,2
3663,5,3,8
3664,3,1,4
3665,6,5,11
3666,2,3,5
3667,2,5,7
3668,2,5,7
3669,2,1,3
3670,6,6,12
3671,5,2,7
3672,1,5,6
3673,2,1,3
3674,2,4,6
3675,1,5,6
3676,4,4,8
3677,4,6,10
3678,5,5,10
3679,6,6,12
3680,3,5,8
3681,1,5,6
3682,3,3,6
3683,1,2,3
3684,2,1,3
3685,2,5,7
3686,5,3,8
3687,1,6,7
3688,1,5,6
3689,1,6,7
3690,4,6,10
3691,3,3,6
3692,2,6,8
3693,2,3,5
3694,6,2,8
3695,2,6,8
3696,5,6,11
3697,5,6,11
3698,6,3,9
3699,3,2,5
3700,3,6,9
3701,2,1,3
3702,2,1,3
3703,3,5,8
3704,4,2,6
3705,1,5,6
3706,5,1,6
3707,5,5,10
3708,6,1,7
3709,3,3,6
3710,6,5,11
3711,6,3,9
3712,5,2,7
3713,6,1,7
3714,3,2,5
3715,5,1,6
3716,1,5,6
3717,3,2,5
3718,5,1,6
3719,1,2,3
3720,2,1,3
3721,6,1,7
3722,3,5,8
3723,3,2,5
3724,2,2,4
3725,2,3,5
3726,3,3,6
3727,5,2,7
3728,1,6,7
3729,6,3,9
3730,2,2,4
3731,5,1,6
3732,5,6,11
3733,6,4,10
3734,2,3,5
3735,6,2,8
3736,2,1,3
3737,1,1,2
3738,1,6,7
3739,2,2,4
3740,2,6,8
3741,3,6,9
3742,1,3,4
3743,5,3,8
3744,2,1,3
3745,1,1,2
3746,1,1,2
3747,4,5,9
3748,2,6,8
3749,6,6,12
3750,2,4,6
3751,3,4,7
3752,5,6,11
3753,5,5,10
3754,3,2,5
3755,4,5,9
3756,4,6,10
3757,4,4,8
3758,1,2,3
3759,4,4,8
3760,4,5,9
3761,2,2,4
3762,3,3,6
3763,3,3,6
3764,2,4,6
3765,3,6,9
3766,6,6,12
3767,1,4,5
3768,2,4,6
3769,6,6,12
3770,5,6,11
3771,4,5,9
3772,5,2,7
3773,4,2,6
3774,3,3,6
3775,4,5,9
3776,6,2,8
3777,6,1,7
3778,2,1,3
3779,3,2,5
3780,4,3,7
3781,1,5,6
3782,2,5,7
3783,1,4,5
3784,6,5,11
3785,1,6,7
3786,4,2,6
3787,2,2,4
3788,1,2,3
3789,6,6,12
3790,4,6,10
3791,3,4,7
3792,3,1,4
3793,1,2,3
3794,2,2,4
3795,6,4,10
3796,5,3,8
3797,4,1,5
3798,2,1,3
3799,3,6,9
3800,5,4,9
3801,4,6,10
3802,5,2,7
3803,6,5,11
3804,4,5,9
3805,3,6,9
3806,5,3,8
3807,5,1,6
3808,3,4,7
3809,1,4,5
3810,3,4,7
3811,1,2,3
3812,2,4,6
3813,6,1,7
3814,6,4,10
3815,3,6,9
3816,6,6,12
3817,6,6,12
3818,1,2,3
3819,4,1,5
3820,5,6,11
3821,3,2,5
3822,5,5,10
3823,4,6,10
3824,5,1,6
3825,1,4,5
3826,2,5,7
3827,1,2,3
3828,4,3,7
3829,4,1,5
3830,6,5,11
3831,3,4,7
3832,2,4,6
3833,1,1,2
3834,5,2,7
3835,3,3,6
3836,6,2,8
3837,3,1,4
3838,1,2,3
3839,4,6,10
3840,2,4,6
3841,6,1,7
3842,3,5,8
3843,4,1,5
3844,6,6,12
3845,2,4,6
3846,3,5,8
3847,4,6,10
3848,1,3,4
3849,2,6,8
3850,6,5,11
3851,6,5,11
3852,3,2,5
3853,1,6,7
3854,4,2,6
3855,2,1,3
3856,3,6,9
3857,2,1,3
3858,1,6,7
3859,3,5,8
3860,2,3,5
3861,3,3,6
3862,3,6,9
3863,6,5,11
3864,3,4,7
3865,1,3,4
3866,6,2,8
3867,6,3,9
3868,5,2,7
3869,5,2,7
3870,4,4,8
3871,3,6,9
3872,2,2,4
3873,6,1,7
3874,4,6,10
3875,4,5,9
3876,3,1,4
3877,1,1,2
3878,1,3,4
3879,4,1,5
3880,2,3,5
3881,5,3,8
3882,5,3,8
3883,3,3,6
3884,1,2,3
3885,2,1,3
3886,6,5,11
3887,2,6,8
3888,3,5,8
3889,4,6,10
3890,4,4,8
3891,6,6,12
3892,4,2,6
3893,5,1,6
3894,1,1,2
3895,3,2,5
3896,6,3,9
3897,1,4,5
3898,5,5,10
3899,6,1,7
3900,5,4,9
3901,2,2,4
3902,3,2,5
3903,6,3,9
3904,5,3,8
3905,3,6,9
3906,5,6,11
3907,2,4,6
3908,4,2,6
3909,2,1,3
3910,3,2,5
3911,3,3,6
3912,5,6,11
3913,6,4,10
3914,6,5,11
3915,6,3,9
3916,1,4,5
3917,6,2,8
3918,1,4,5
3919,1,2,3
3920,1,4,5
3921,2,2,4
3922,3,4,7
3923,3,4,7
3924,4,4,8
3925,6,6,12
3926,6,1,7
3927,6,1,7
3928,2,2,4
3929,1,2,3
3930,5,1,6
3931,5,2,7
3932,2,4,6
3933,5,5,10
3934,2,5,7
3935,2,5,7
3936,1,2,3
3937,3,2,5
3938,2,4,6
3939,6,3,9
3940,3,3,6
3941,5,2,7
3942,1,6,7
3943,1,4,5
3944,5,4,9
3945,5,5,10
3946,4,3,7
3947,5,2,7
3948,5,6,11
3949,4,6,10
3950,4,3,7
3951,4,1,5
3952,6,2,8
3953,5,6,11
3954,6,3,9
3955,4,3,7
3956,2,5,7
3957,1,1,2
3958,1,4,5
3959,3,2,5
3960,5,2,7
3961,4,6,10
3962,3,6,9
3963,2,6,8
3964,2,6,8
3965,3,4,7
3966,5,5,10
3967,3,3,6
3968,6,2,8
3969,3,6,9
3970,4,1,5
3971,2,1,3
3972,4,6,10
3973,6,5,11
3974,5,6,11
3975,1,4,5
3976,6,6,12
3977,4,5,9
3978,4,6,10
3979,2,4,6
3980,5,2,7
3981,4,5,9
3982,4,1,5
3983,1,4,5
3984,1,6,7
3985,5,1,6
3986,1,3,4
3987,6,2,8
3988,1,5,6
3989,3,2,5
3990,2,3,5
3991,6,5,11
3992,1,5,6
3993,2,4,6
3994,1,5,6
3995,5,6,11
3996,1,6,7
3997,4,4,8
3998,6,6,12
3999,4,3,7
4000,3,2,5
